Name, Parent Frame, X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
object_pose_0,camera_link,0.00482536,0.0226298,0.559287,-2.71481,0.42169,2.47345,0.355231,0.888308,-0.262703,0.125329
