Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,linear_groundtruth_frame_id,3,5,[],[],0.0682597,0.00891556,0.0154745,3.06313,-0.115422,0.0873326,0.996715,0.0412861,0.059289,0.0366043
candidate_1,linear_groundtruth_frame_id,3,5,[],[],0.0771742,0.00596667,0.0155127,3.04916,-0.120066,0.0580604,0.996793,0.0261722,0.0612465,0.0443577
candidate_2,linear_groundtruth_frame_id,3,5,[],[],0.0883522,0.00604998,0.0151215,3.06856,-0.122094,0.0607851,0.997079,0.0280848,0.0620476,0.0345692
candidate_3,linear_groundtruth_frame_id,3,5,[],[],0.0988249,0.00521754,0.0150554,3.05961,-0.124573,0.0807428,0.996513,0.0376996,0.0637939,0.0383558
candidate_4,linear_groundtruth_frame_id,3,5,[],[],0.107984,0.00592774,0.0147447,3.04811,-0.130242,0.0967952,0.995771,0.0451866,0.0671833,0.0434237
candidate_5,linear_groundtruth_frame_id,3,5,[],[],0.119665,0.0104456,0.0150578,3.07442,-0.129789,0.0899278,0.996422,0.0426533,0.0662531,0.030564
candidate_6,linear_groundtruth_frame_id,3,5,[],[],0.12832,0.00860801,0.0146174,3.05849,-0.129304,0.102178,0.995886,0.0482357,0.0665838,0.0381027
candidate_7,linear_groundtruth_frame_id,3,5,[],[],0.137284,0.00714351,0.0145679,3.05497,-0.119178,0.0902429,0.99639,0.0424081,0.061387,0.0404912
candidate_8,linear_groundtruth_frame_id,3,5,[],[],0.14908,0.00837659,0.0148576,3.07539,-0.118289,0.0938663,0.996698,0.044854,0.0605627,0.0302311
candidate_9,linear_groundtruth_frame_id,3,5,[],[],0.158322,0.00752125,0.0151081,3.07645,-0.111548,0.0865172,0.99706,0.0413412,0.0570697,0.0300757
