Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,6dmimic_base,3,5,[],[],0.0763255,1.58987,0.0775307,3.08001,-0.0484957,-1.31897,0.789244,-0.612829,0.000293763,0.0391732
candidate_1,6dmimic_base,3,5,[],[],0.0639489,1.5872,0.07753,3.04963,-0.0434988,-1.3482,0.779635,-0.624168,-0.0117122,0.049464
candidate_2,6dmimic_base,3,5,[],[],0.0567356,1.58527,0.0782657,3.09901,-0.0589921,-1.34926,0.78003,-0.624684,0.00973309,0.0350367
candidate_3,6dmimic_base,3,5,[],[],0.0459503,1.58229,0.0781568,3.07329,-0.0445635,-1.3517,0.779051,-0.625634,-0.00398133,0.0405605
candidate_4,6dmimic_base,3,5,[],[],0.0354126,1.58137,0.0781296,3.06206,-0.0440067,-1.32096,0.788344,-0.613555,-0.00702453,0.0448762
candidate_5,6dmimic_base,3,5,[],[],0.0255555,1.5805,0.0784337,3.08599,-0.0445059,-1.33518,0.784436,-0.619187,0.000262793,0.0355942
candidate_6,6dmimic_base,3,5,[],[],0.0152527,1.57825,0.0781519,3.06517,-0.0608369,-1.33081,0.785011,-0.617557,0.000334301,0.0488008
candidate_7,6dmimic_base,3,5,[],[],0.0055795,1.57622,0.0783768,3.06189,-0.0572468,-1.31959,0.78847,-0.613117,-0.00181607,0.0489951
candidate_8,6dmimic_base,3,5,[],[],-0.0039453,1.57564,0.0785119,3.09123,-0.0644533,-1.29578,0.796202,-0.603649,0.0104953,0.0395064
candidate_9,6dmimic_base,3,5,[],[],-0.0171261,1.57318,0.0780257,3.07053,-0.063331,-1.29528,0.795927,-0.603521,0.0038133,0.0474038
candidate_10,6dmimic_base,3,5,[],[],-0.0270741,1.57014,0.0784803,3.0077,-0.015584,-1.32894,0.785134,-0.615654,-0.0351291,0.0574555
