Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,6dmimic_base,3,5,[],[],0.0145311,1.56939,0.0786547,3.02727,-0.0637045,-1.19343,0.824393,-0.562232,-0.00578557,0.0650983
candidate_1,6dmimic_base,3,5,[],[],0.0236672,1.57223,0.0782164,3.04971,-0.047,-1.18047,0.829105,-0.55671,-0.00605023,0.0512073
candidate_2,6dmimic_base,3,5,[],[],0.0308241,1.57598,0.0780461,3.04647,-0.0390203,-1.21824,0.818538,-0.572151,-0.0112138,0.0501338
candidate_3,6dmimic_base,3,5,[],[],0.0421846,1.57837,0.0780157,3.04734,-0.0438828,-1.22647,0.816092,-0.575583,-0.00918181,0.0511265
candidate_4,6dmimic_base,3,5,[],[],0.0498703,1.58201,0.078069,3.05345,-0.0170798,-1.22535,0.817074,-0.574784,-0.0183536,0.040947
candidate_5,6dmimic_base,3,5,[],[],0.0616601,1.58498,0.0777636,3.0461,-0.0279253,-1.19231,0.826103,-0.561322,-0.0152549,0.0473221
candidate_6,6dmimic_base,3,5,[],[],0.0711218,1.58698,0.0774739,3.04298,-0.0306672,-1.22248,0.817412,-0.573737,-0.0157393,0.0491457
candidate_7,6dmimic_base,3,5,[],[],0.0819219,1.59052,0.0775932,3.04523,-0.0342835,-1.2145,0.819676,-0.570543,-0.0134191,0.0493174
candidate_8,6dmimic_base,3,5,[],[],0.0891629,1.59291,0.077451,3.04174,-0.0253073,-1.23308,0.814438,-0.577962,-0.0185443,0.0480231
candidate_9,6dmimic_base,3,5,[],[],0.104906,1.59602,0.0776227,3.05532,-0.0344074,-1.25277,0.808843,-0.58619,-0.0113511,0.0450051
candidate_10,6dmimic_base,3,5,[],[],0.113064,1.59954,0.077514,3.03949,-0.0176278,-1.24878,0.809968,-0.584184,-0.0226889,0.0465448
