Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,6dmimic_base,3,5,[],[],0.0061014,1.51267,0.0822829,3.05707,-0.052983,-1.24168,0.811728,-0.581905,-0.00304261,0.0497485
candidate_1,6dmimic_base,3,5,[],[],0.004709,1.51642,0.0974706,3.05046,-0.0447555,-1.2044,0.822452,-0.566568,-0.00737479,0.0501894
candidate_2,6dmimic_base,3,5,[],[],-0.0092463,1.5204,0.112386,3.03827,0,-1.22464,0.817225,-0.574001,-0.0296803,0.0422569
candidate_3,6dmimic_base,3,5,[],[],-0.0133715,1.52422,0.127383,3.04198,-0.034657,-1.21064,0.820688,-0.568942,-0.0140924,0.0507793
candidate_4,6dmimic_base,3,5,[],[],-0.0206716,1.52912,0.142556,3.03214,-0.00785398,-1.23844,0.812983,-0.5797,-0.028555,0.0468203
candidate_5,6dmimic_base,3,5,[],[],-0.029808,1.53444,0.158044,3.04211,-0.0079779,-1.19318,0.826114,-0.56129,-0.0246387,0.0433703
candidate_6,6dmimic_base,3,5,[],[],-0.0363218,1.53932,0.173772,3.06038,0.0010472,-1.17973,0.830344,-0.555771,-0.0230165,0.0334454
candidate_7,6dmimic_base,3,5,[],[],-0.0439649,1.54197,0.189081,3.04036,0.039146,-1.214,0.820719,-0.568753,-0.0449079,0.0303977
candidate_8,6dmimic_base,3,5,[],[],-0.0517978,1.54511,0.204305,3.06629,0.0423871,-1.21039,0.822079,-0.567734,-0.0388254,0.0189003
candidate_9,6dmimic_base,3,5,[],[],-0.0572556,1.54887,0.218855,3.04597,-0.0336604,-1.15902,0.835215,-0.547585,-0.0121021,0.0491885
