Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,linear_groundtruth_frame_id,3,5,[],[],0.0521293,0.0579526,0.0214376,3.05159,-0.0839639,0.0600951,0.997714,0.0280991,0.0432585,0.0436651
candidate_1,linear_groundtruth_frame_id,3,5,[],[],0.0463942,0.0505269,0.0363342,3.0482,-0.0988398,0.0482705,0.997456,0.021772,0.0504567,0.0454159
candidate_2,linear_groundtruth_frame_id,3,5,[],[],0.0408311,0.0482802,0.0512503,3.05885,-0.0894721,0.0938247,0.997133,0.0449606,0.0465713,0.0391758
candidate_3,linear_groundtruth_frame_id,3,5,[],[],0.0343992,0.0399231,0.0661215,3.04593,-0.0951359,0.0988836,0.996619,0.0470385,0.049798,0.0453555
candidate_4,linear_groundtruth_frame_id,3,5,[],[],0.0274856,0.030318,0.0807348,3.05347,-0.0814501,0.101526,0.997006,0.048859,0.0428549,0.0418877
candidate_5,linear_groundtruth_frame_id,3,5,[],[],0.0230212,0.0250853,0.0959139,3.0419,-0.0926363,0.0866743,0.99685,0.0409186,0.0483569,0.047721
candidate_6,linear_groundtruth_frame_id,3,5,[],[],0.0154814,0.01929,0.111227,3.0438,-0.086582,0.091734,0.996917,0.0436402,0.0454192,0.0467963
candidate_7,linear_groundtruth_frame_id,3,5,[],[],0.0103354,0.010858,0.126028,3.04642,-0.070143,0.105141,0.996962,0.0507889,0.0374742,0.0456321
candidate_8,linear_groundtruth_frame_id,3,5,[],[],0.00373623,0.0126917,0.141458,3.08884,-0.09384,0.112424,0.997044,0.0548662,0.0482924,0.0236668
candidate_9,linear_groundtruth_frame_id,3,5,[],[],-0.00161227,0.00344044,0.156999,3.08965,-0.0833447,0.099134,0.997622,0.0484066,0.0428806,0.0238487
