Name, Parent Frame, X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
object_pose_0,camera_link,0.0975906,0.113384,0.498849,-1.9777,-0.451761,-3.00996,-0.176381,0.804314,-0.546834,-0.151463
