Name, Parent Frame, X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
object_pose_0,camera_link,-0.0194455,0.00805888,0.567493,-2.65027,-0.332397,-2.52541,-0.328421,0.899368,-0.277215,-0.0801801
