Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,6dmimic_base,3,5,[],[],-0.119904,1.54153,0.194348,3.08175,-0.0627079,-1.09682,0.852066,-0.52164,0.0111515,0.0418519
candidate_1,6dmimic_base,3,5,[],[],-0.120751,1.54064,0.194605,3.07648,-0.065785,-1.11271,0.84771,-0.52844,0.0107309,0.0449854
candidate_2,6dmimic_base,3,5,[],[],-0.135772,1.54291,0.194981,3.08064,-0.0295362,-0.515007,0.96636,-0.254956,0.00651483,0.0332225
candidate_3,6dmimic_base,3,5,[],[],-0.133327,1.54381,0.195164,3.07265,-0.0385212,-0.528461,0.964368,-0.261604,0.0095809,0.0382881
candidate_4,6dmimic_base,3,5,[],[],-0.132133,1.54299,0.195279,3.08138,-0.0478726,-0.517366,0.965828,-0.256315,0.015429,0.0352122
candidate_5,6dmimic_base,3,5,[],[],-0.135316,1.53733,0.194704,3.06526,-0.0971572,0.124384,0.996279,0.0601844,0.050799,0.0350204
candidate_6,6dmimic_base,3,5,[],[],-0.132472,1.53792,0.195171,3.06929,-0.101479,0.129154,0.996098,0.0625777,0.0529083,0.0327532
candidate_7,6dmimic_base,3,5,[],[],-0.133757,1.53852,0.194996,3.07399,-0.0887797,0.134273,0.996296,0.0654857,0.0465149,0.0307099
candidate_8,6dmimic_base,3,5,[],[],-0.139484,1.53029,0.194728,3.04944,-0.0893609,0.522435,0.964619,0.255738,0.0549881,0.0329305
candidate_9,6dmimic_base,3,5,[],[],-0.137422,1.53216,0.194792,3.04523,-0.0920033,0.506894,0.966463,0.248042,0.0565288,0.0350595
candidate_10,6dmimic_base,3,5,[],[],-0.139023,1.52861,0.194769,3.06131,-0.0628319,0.496796,0.968359,0.24431,0.0402837,0.0311647
candidate_11,6dmimic_base,3,5,[],[],-0.180452,1.69578,0.270565,-0.469617,-0.281871,0.736279,-0.165751,-0.21036,0.316043,0.91016
candidate_12,6dmimic_base,3,5,[],[],-0.189662,1.75568,0.292181,-1.67277,-0.372254,0.628568,-0.655342,-0.343425,0.0729643,0.668776
candidate_13,6dmimic_base,3,5,[],[],-0.184074,1.75727,0.292089,-1.73463,-0.388742,0.631228,-0.672492,-0.351025,0.056991,0.649067
candidate_14,6dmimic_base,3,5,[],[],-0.120425,1.54146,0.194101,3.05875,-0.0770266,-1.0586,0.860976,-0.505498,0.0123124,0.0551428
candidate_15,6dmimic_base,3,5,[],[],-0.120452,1.54184,0.193728,3.05458,-0.0735534,-1.05829,0.861031,-0.505358,0.00976873,0.0560639
candidate_16,6dmimic_base,3,5,[],[],-0.121119,1.5419,0.19417,3.06131,-0.066696,-1.0457,0.864552,-0.499832,0.0088353,0.0513867
candidate_17,6dmimic_base,3,5,[],[],-0.13329,1.54218,0.194684,3.06455,-0.077168,-0.507767,0.966133,-0.25223,0.0276444,0.0469316
candidate_18,6dmimic_base,3,5,[],[],-0.130723,1.5425,0.195034,3.05981,-0.0718081,-0.520108,0.964569,-0.25817,0.0241558,0.0487015
candidate_19,6dmimic_base,3,5,[],[],-0.136034,1.54185,0.194548,3.04635,-0.0590916,-0.502904,0.966682,-0.249782,0.0167408,0.0534289
candidate_20,6dmimic_base,3,5,[],[],-0.135365,1.5322,0.194804,3.08494,-0.126871,0.482383,0.969141,0.23654,0.0682855,0.0123134
candidate_21,6dmimic_base,3,5,[],[],-0.134788,1.53268,0.194867,3.07303,-0.0933751,0.490188,0.968876,0.240689,0.0535573,0.0218983
candidate_22,6dmimic_base,3,5,[],[],-0.135573,1.53151,0.19487,3.06674,-0.0762133,0.487722,0.969374,0.239723,0.0459726,0.0270933
candidate_23,6dmimic_base,3,5,[],[],-0.140521,1.54314,0.202888,2.67671,-0.096117,0.96068,0.867105,0.439321,0.147777,0.182448
candidate_24,6dmimic_base,3,5,[],[],-0.132336,1.52547,0.194453,3.09138,-0.0751835,0.973222,0.883461,0.466321,0.0449407,0.00460401
candidate_25,6dmimic_base,3,5,[],[],-0.13659,1.52557,0.194358,3.07614,-0.0542291,0.986734,0.880368,0.472385,0.0393551,0.0159737
