Name, Parent Frame, X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
object_pose_0,camera_link,0.00498696,0.0232797,0.558796,-2.71661,0.422696,2.46701,0.358038,0.887265,-0.262445,0.125267
