Name, Parent Frame, X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
object_pose_0,camera_link,-0.0153149,-0.0451406,0.554388,-2.65343,-0.333884,-2.52625,-0.328051,0.899775,-0.275946,-0.0815018
