Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,linear_groundtruth_frame_id,3,5,[],[],0.0041898,0.181978,0.0251621,3.07358,-0.0748863,0.0457735,0.998489,0.021583,0.0381805,0.0331124
candidate_1,linear_groundtruth_frame_id,3,5,[],[],0.00467895,0.169171,0.0252138,3.07445,-0.0695323,0.06917,0.998276,0.0333717,0.0358787,0.0323251
candidate_2,linear_groundtruth_frame_id,3,5,[],[],0.00519558,0.162644,0.0252476,3.06719,-0.075747,0.0790872,0.997866,0.0380703,0.0392781,0.0356436
candidate_3,linear_groundtruth_frame_id,3,5,[],[],0.00555514,0.147332,0.0249246,3.04307,-0.0895422,0.0750707,0.997166,0.0352412,0.0465163,0.0474775
candidate_4,linear_groundtruth_frame_id,3,5,[],[],0.00391272,0.142117,0.0255099,3.09472,-0.0815998,0.09769,0.997749,0.0478168,0.0418721,0.0213981
candidate_5,linear_groundtruth_frame_id,3,5,[],[],0.00523749,0.132726,0.02552,3.09543,-0.0833489,0.0906152,0.997884,0.0442801,0.042653,0.0211513
candidate_6,linear_groundtruth_frame_id,3,5,[],[],0.00562794,0.120585,0.0258283,3.08999,-0.0653159,0.0713364,0.998529,0.034788,0.0335399,0.0246026
candidate_7,linear_groundtruth_frame_id,3,5,[],[],0.00420039,0.110427,0.0258057,3.09637,-0.0806364,0.0936388,0.99788,0.045842,0.0413101,0.020679
candidate_8,linear_groundtruth_frame_id,3,5,[],[],0.00483933,0.102148,0.026019,3.1146,-0.0486098,0.0831184,0.998764,0.0412035,0.0248398,0.0124687
candidate_9,linear_groundtruth_frame_id,3,5,[],[],0.00470728,0.092801,0.0258023,3.10825,-0.0629859,0.0988135,0.998172,0.048831,0.032268,0.0150893
candidate_10,linear_groundtruth_frame_id,3,5,[],[],0.00673765,0.0813169,0.0256436,3.0277,-0.0484146,0.076384,0.997411,0.036733,0.0263207,0.0559366
