Name, Parent Frame, X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
object_pose_0,camera_link,0.00468631,0.0227291,0.559313,-2.71577,0.422373,2.47111,0.356253,0.887929,-0.262516,0.125506
