Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,linear_groundtruth_frame_id,3,5,[],[],-0.00072965,0.0779297,0.0180712,3.04719,-0.069643,0.0873996,0.997399,0.0419697,0.0368025,0.045591
candidate_1,linear_groundtruth_frame_id,3,5,[],[],-0.00164192,0.0888211,0.0172665,3.05011,-0.0680329,0.0901833,0.997432,0.0434497,0.0359996,0.0441193
candidate_2,linear_groundtruth_frame_id,3,5,[],[],-0.00279387,0.0979472,0.0173202,3.07281,-0.049755,0.0804285,0.998326,0.0393126,0.0262221,0.033346
candidate_3,linear_groundtruth_frame_id,3,5,[],[],-0.00189054,0.106503,0.0170078,3.06717,-0.0379982,0.0905714,0.998135,0.0445246,0.0206493,0.0363004
candidate_4,linear_groundtruth_frame_id,3,5,[],[],-0.00212878,0.11824,0.0176458,3.08782,-0.0250015,0.0937415,0.998478,0.0464973,0.0137417,0.0262662
candidate_5,linear_groundtruth_frame_id,3,5,[],[],-0.000708015,0.129415,0.0175635,3.09412,-0.033761,0.0653575,0.999055,0.0322587,0.0176412,0.0231649
candidate_6,linear_groundtruth_frame_id,3,5,[],[],-0.00149224,0.13972,0.0177802,3.08574,-0.030688,0.0619074,0.999027,0.0305048,0.0161942,0.0274327
candidate_7,linear_groundtruth_frame_id,3,5,[],[],-0.00247541,0.148033,0.0173422,3.08034,-0.0356843,0.107878,0.997948,0.0533333,0.0194576,0.0296113
candidate_8,linear_groundtruth_frame_id,3,5,[],[],-0.00245881,0.159097,0.0179699,3.07295,-0.018505,0.0435928,0.999138,0.0214635,0.00999255,0.034102
candidate_9,linear_groundtruth_frame_id,3,5,[],[],-0.00113595,0.171459,0.017743,3.07055,-0.0374393,0.0972553,0.998045,0.0479053,0.0204107,0.0345571
candidate_10,linear_groundtruth_frame_id,3,5,[],[],-0.00205299,0.180417,0.0178218,3.07239,-0.0213276,0.106036,0.99796,0.0525898,0.0124754,0.0339794
