Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,angular_groundtruth_frame_id,3,5,[],[],-0.00375259,0.00398213,0.0951653,3.06637,-0.0759271,1.121,0.846538,0.529643,0.0521008,0.011665
candidate_1,angular_groundtruth_frame_id,3,5,[],[],0.000958341,0.00324394,0.0946115,3.04736,-0.0797163,1.11265,0.848576,0.525472,0.0586528,0.0189456
candidate_2,angular_groundtruth_frame_id,3,5,[],[],-0.000188164,0.00272011,0.0948572,3.07346,-0.0776572,1.10177,0.851617,0.521617,0.0508727,0.00869305
candidate_3,angular_groundtruth_frame_id,3,5,[],[],0.00127769,0.00240673,0.0950224,3.07615,-0.081691,1.11616,0.847819,0.527702,0.0519309,0.00611689
candidate_4,angular_groundtruth_frame_id,3,5,[],[],-0.000878731,0.00223962,0.0953572,3.08445,-0.0789973,1.10765,0.850102,0.524361,0.0485844,0.00351683
candidate_5,angular_groundtruth_frame_id,3,5,[],[],-0.00215994,0.00299023,0.0955902,3.08966,-0.0740274,1.07901,0.857579,0.512364,0.0450667,0.00325618
candidate_6,angular_groundtruth_frame_id,3,5,[],[],-0.00151464,0.00264206,0.0954323,3.08301,-0.0812588,1.12591,0.845256,0.532012,0.0499532,0.00307986
candidate_7,angular_groundtruth_frame_id,3,5,[],[],-0.00354119,0.00882143,0.0954688,3.09099,-0.0680503,0.592371,0.955848,0.290788,0.0399068,0.0142576
candidate_8,angular_groundtruth_frame_id,3,5,[],[],-0.00261296,0.00835826,0.0952789,3.0807,-0.0711862,0.587213,0.95647,0.288052,0.0428509,0.018825
candidate_9,angular_groundtruth_frame_id,3,5,[],[],-0.00120668,0.00796645,0.0951368,3.07593,-0.0717307,0.588197,0.956274,0.288408,0.0438086,0.0210064
candidate_10,angular_groundtruth_frame_id,3,5,[],[],-0.000851602,0.00684059,0.0949989,3.06611,-0.082844,0.588797,0.955928,0.288214,0.0505396,0.0240711
candidate_11,angular_groundtruth_frame_id,3,5,[],[],-0.00236587,0.00796423,0.0952322,3.07372,-0.0742565,0.590435,0.955896,0.289375,0.0453577,0.0216435
candidate_12,angular_groundtruth_frame_id,3,5,[],[],-0.00276673,0.00790976,0.0954521,3.08253,-0.0718512,0.584872,0.956815,0.286959,0.0428843,0.0179037
candidate_13,angular_groundtruth_frame_id,3,5,[],[],-0.0033437,0.00793623,0.095476,3.08327,-0.0741549,0.592035,0.955757,0.290355,0.0439407,0.0170591
candidate_14,angular_groundtruth_frame_id,3,5,[],[],0.00097834,0.0109464,0.0955207,3.12203,-0.0280404,0.0930239,0.998779,0.0463514,0.0144586,0.00911733
candidate_15,angular_groundtruth_frame_id,3,5,[],[],-0.000103555,0.0109682,0.0957213,3.12379,-0.0255588,0.0927722,0.998809,0.0462502,0.0131774,0.00829693
candidate_16,angular_groundtruth_frame_id,3,5,[],[],0.000222725,0.0110547,0.0954532,3.12163,-0.0347737,0.109346,0.998315,0.0544614,0.0179044,0.00901296
candidate_17,angular_groundtruth_frame_id,3,5,[],[],-0.0016314,0.0116695,0.0953287,3.11034,-0.049645,0.0975531,0.9984,0.0483489,0.025549,0.0143907
candidate_18,angular_groundtruth_frame_id,3,5,[],[],-0.00155975,0.0119146,0.0952378,3.10614,-0.0540156,0.10629,0.998093,0.0526143,0.0279035,0.0162609
candidate_19,angular_groundtruth_frame_id,3,5,[],[],-0.000958328,0.0112992,0.0951517,3.09841,-0.0501074,0.0962917,0.998321,0.0475607,0.026055,0.0203539
candidate_20,angular_groundtruth_frame_id,3,5,[],[],-0.00150084,0.0119002,0.0952274,3.10583,-0.0539429,0.103794,0.998156,0.0513652,0.0278549,0.0164527
