Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,angular_groundtruth_frame_id,3,5,[],[],0.0019499,-0.000149038,0.0967779,3.08643,-0.0741113,1.60484,0.694962,0.717563,0.0455514,-0.00747706
candidate_1,angular_groundtruth_frame_id,3,5,[],[],0.00400918,-0.000637257,0.0972887,3.08929,-0.0459249,1.55964,0.711031,0.7023,0.0347002,0.00244702
candidate_2,angular_groundtruth_frame_id,3,5,[],[],0.00641911,-0.00126207,0.0970189,3.07112,-0.0510095,1.5654,0.708976,0.703891,0.0429055,0.00699728
candidate_3,angular_groundtruth_frame_id,3,5,[],[],0.00590994,-0.00127675,0.0968424,3.0766,-0.0484701,1.58895,0.700646,0.712358,0.0401453,0.00547767
candidate_4,angular_groundtruth_frame_id,3,5,[],[],0.00544208,-0.00112667,0.0968642,3.07951,-0.0539964,1.59212,0.699534,0.713415,0.0410442,0.00242033
candidate_5,angular_groundtruth_frame_id,3,5,[],[],0.00541718,-0.00147645,0.0966268,3.07266,-0.0557399,1.59197,0.69958,0.71318,0.0440961,0.00419699
candidate_6,angular_groundtruth_frame_id,3,5,[],[],0.00549525,-0.00297455,0.0967557,3.08166,-0.0625309,1.60599,0.694578,0.718114,0.0432469,-0.00168045
candidate_7,angular_groundtruth_frame_id,3,5,[],[],0.00332255,-0.00253806,0.0968098,3.08104,-0.0706976,1.61088,0.692816,0.719613,0.0462884,-0.00451636
candidate_8,angular_groundtruth_frame_id,3,5,[],[],0.00304133,-0.00151332,0.0970632,3.08805,-0.06002,1.59504,0.698495,0.714485,0.0400999,-0.00277459
candidate_9,angular_groundtruth_frame_id,3,5,[],[],-0.0027709,0.00214094,0.0970206,3.10261,-0.0783624,1.59617,0.697958,0.714802,0.0412829,-0.0144479
