Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,6dmimic_base,3,5,[],[],0.0782633,1.57839,0.0621844,3.05642,-0.0623659,-1.3325,0.78423,-0.618226,-0.00181116,0.0527042
candidate_1,6dmimic_base,3,5,[],[],0.0692836,1.58664,0.077863,3.0562,-0.0482461,-1.31361,0.790366,-0.610671,-0.00697089,0.0485094
candidate_2,6dmimic_base,3,5,[],[],0.0544643,1.58295,0.0775471,3.06771,-0.053058,-1.3382,0.782961,-0.620408,-0.00210928,0.0454025
candidate_3,6dmimic_base,3,5,[],[],0.0500888,1.58331,0.0781876,3.07564,-0.0537317,-1.31735,0.789547,-0.612216,0.00105976,0.0424951
candidate_4,6dmimic_base,3,5,[],[],0.0378861,1.58049,0.077976,3.06346,-0.0613553,-1.33182,0.784645,-0.617955,-1.66198e-05,0.0496338
candidate_5,6dmimic_base,3,5,[],[],0.0264904,1.57809,0.0780605,3.0563,-0.0799361,-1.31924,0.787833,-0.613115,0.00544225,0.0581259
candidate_6,6dmimic_base,3,5,[],[],0.0174834,1.5773,0.0782755,3.06754,-0.0613361,-1.33455,0.7839,-0.619026,0.00117209,0.0480271
candidate_7,6dmimic_base,3,5,[],[],0.0078042,1.57537,0.0787156,3.09833,-0.054854,-1.32333,0.788124,-0.614526,0.00834721,0.0339035
candidate_8,6dmimic_base,3,5,[],[],0.0005441,1.57406,0.0786785,3.09214,-0.052592,-1.31575,0.790382,-0.611551,0.00568803,0.0356277
candidate_9,6dmimic_base,3,5,[],[],-0.0102192,1.5727,0.0788967,3.10038,-0.0449754,-1.30832,0.792907,-0.60858,0.0053042,0.0300279
candidate_10,6dmimic_base,3,5,[],[],-0.0260612,1.56938,0.0785359,3.0178,-0.050988,-1.35363,0.776839,-0.626139,-0.0188954,0.0641418
