Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,angular_groundtruth_frame_id,3,5,[],[],0.00744083,0.0925619,0.0363672,-2.95388,1.32581,1.82319,-0.526231,-0.584995,0.433664,-0.439086
candidate_1,angular_groundtruth_frame_id,3,5,[],[],0.00226296,0.0934541,0.0362824,-2.98758,1.32863,1.77501,-0.532394,-0.578825,0.435059,-0.438454
candidate_2,angular_groundtruth_frame_id,3,5,[],[],0.00857922,0.0936132,0.0353092,-2.97395,1.32315,1.82092,-0.522899,-0.589424,0.427687,-0.442989
candidate_3,angular_groundtruth_frame_id,3,5,[],[],0.0127007,0.0917433,0.0354311,-2.91733,1.3277,1.869,-0.520537,-0.588543,0.434716,-0.440091
candidate_4,angular_groundtruth_frame_id,3,5,[],[],0.0184929,0.0912379,0.0351018,-2.90685,1.32922,1.89562,-0.514771,-0.592744,0.432237,-0.443662
candidate_5,angular_groundtruth_frame_id,3,5,[],[],0.0116017,0.0618543,0.077411,2.31284,0.816877,1.6624,0.448066,0.728374,0.0279274,0.517617
candidate_6,angular_groundtruth_frame_id,3,5,[],[],0.00825653,0.061927,0.0768284,2.69534,0.755781,1.65825,0.552096,0.723482,-0.091416,0.404237
candidate_7,angular_groundtruth_frame_id,3,5,[],[],0.00886312,0.0613696,0.0775714,-0.610123,0.77359,1.6434,-0.452909,0.0413198,0.724044,0.518581
candidate_8,angular_groundtruth_frame_id,3,5,[],[],0.0100645,0.0618883,0.0768146,-1.77138,0.770519,1.65629,-0.660441,-0.367832,0.628758,0.182158
candidate_9,angular_groundtruth_frame_id,3,5,[],[],0.00667096,0.0624684,0.0768412,-3.11255,0.775855,1.63855,-0.635965,-0.672539,0.268058,-0.267178
candidate_10,angular_groundtruth_frame_id,3,5,[],[],0.00740435,0.0609925,0.0787107,0.467731,0.7883,1.62125,-0.123297,0.412475,0.589613,0.683388
