Name, Parent Frame, X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
object_pose_0,camera_link,0.00477573,0.0227801,0.559388,-2.71464,0.422224,2.47265,0.35563,0.888074,-0.262902,0.125439
