Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,angular_groundtruth_frame_id,3,5,[],[],0.000844925,-0.00524548,0.0967026,3.00329,-0.0539507,1.96184,0.556276,0.827685,0.0723643,0.0160595
candidate_1,angular_groundtruth_frame_id,3,5,[],[],0.000225198,-0.00408635,0.0962693,2.99261,-0.0434463,1.91415,0.575503,0.814119,0.0733023,0.025143
candidate_2,angular_groundtruth_frame_id,3,5,[],[],-0.00108371,-0.00450253,0.0964328,2.99879,-0.0396376,1.89565,0.582998,0.809095,0.0694611,0.025562
candidate_3,angular_groundtruth_frame_id,3,5,[],[],0.00148062,-0.00448767,0.0964733,2.99171,-0.0337736,1.89565,0.582759,0.809014,0.0706236,0.0300031
candidate_4,angular_groundtruth_frame_id,3,5,[],[],-9.86328e-05,-0.00369606,0.09618,2.98736,-0.0365385,1.9012,0.580516,0.810393,0.0732661,0.0299447
candidate_5,angular_groundtruth_frame_id,3,5,[],[],0.00263872,-0.0053157,0.0962108,2.98958,-0.0410548,1.8948,0.583253,0.808476,0.0735872,0.0277044
