Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,6dmimic_base,3,5,[],[],-0.0540855,1.58536,0.152894,3.03949,1.04994,0.445558,0.837204,0.215883,-0.478408,0.153654
candidate_1,6dmimic_base,3,5,[],[],-0.0528911,1.58526,0.148448,3.04685,1.01927,0.479466,0.841521,0.229479,-0.46356,0.155865
candidate_2,6dmimic_base,3,5,[],[],-0.0565694,1.58558,0.155773,3.09696,1.05094,0.528212,0.831963,0.236576,-0.479066,0.149547
candidate_3,6dmimic_base,3,5,[],[],-0.0507914,1.58525,0.148963,2.65228,1.03523,0.539057,0.780769,0.340032,-0.406692,0.330726
candidate_4,6dmimic_base,3,5,[],[],-0.0558481,1.58599,0.152152,3.05363,1.06733,0.482292,0.829888,0.227128,-0.484454,0.158125
candidate_5,6dmimic_base,3,5,[],[],-0.059568,1.58576,0.158142,3.11309,1.1034,0.525344,0.820401,0.228329,-0.502953,0.147806
candidate_6,6dmimic_base,3,5,[],[],-0.0912681,1.57019,0.179744,3.05473,0.46842,0.4656,0.943242,0.233997,-0.215858,0.0945831
candidate_7,6dmimic_base,3,5,[],[],-0.0931586,1.57094,0.176915,3.03676,0.439008,0.424347,0.950406,0.216403,-0.201802,0.0957815
candidate_8,6dmimic_base,3,5,[],[],-0.0914542,1.57236,0.176281,3.04921,0.426483,0.428852,0.95187,0.217293,-0.19696,0.0890774
candidate_9,6dmimic_base,3,5,[],[],-0.0879222,1.57259,0.175874,3.04435,0.42611,0.406911,0.954023,0.207317,-0.197243,0.0891952
candidate_10,6dmimic_base,3,5,[],[],-0.08846,1.5712,0.175658,3.05208,0.428977,0.432468,0.951333,0.218728,-0.198304,0.0883187
candidate_11,6dmimic_base,3,5,[],[],-0.130123,1.54711,0.17921,3.04734,-0.0242025,0.527671,0.964403,0.259926,0.023953,0.0423208
candidate_12,6dmimic_base,3,5,[],[],-0.133167,1.54754,0.179152,3.0563,-0.0262969,0.499979,0.968089,0.246605,0.0232737,0.038053
candidate_13,6dmimic_base,3,5,[],[],-0.134016,1.54741,0.179201,3.04847,-0.0287979,0.49555,0.968474,0.244306,0.0253577,0.0415924
candidate_14,6dmimic_base,3,5,[],[],-0.128837,1.54862,0.179111,3.03151,-0.0523599,0.498042,0.96771,0.244602,0.0388844,0.0468552
candidate_15,6dmimic_base,3,5,[],[],-0.132567,1.54963,0.178858,3.02715,-0.0573463,0.506022,0.966592,0.24822,0.042021,0.048182
candidate_16,6dmimic_base,3,5,[],[],-0.16523,1.5352,0.18273,3.00999,-0.633671,0.434936,0.930257,0.184572,0.317045,-0.00606922
candidate_17,6dmimic_base,3,5,[],[],-0.166442,1.53413,0.181614,3.0079,-0.646819,0.45204,0.926735,0.19132,0.32322,-0.00933777
candidate_18,6dmimic_base,3,5,[],[],-0.166642,1.53436,0.181306,3.03094,-0.644725,0.434587,0.928545,0.187063,0.320192,-0.0169785
candidate_19,6dmimic_base,3,5,[],[],-0.164721,1.53562,0.183389,3.06293,-0.653875,0.42586,0.927595,0.187633,0.321518,-0.0314154
candidate_20,6dmimic_base,3,5,[],[],-0.164494,1.53536,0.183059,3.02615,-0.649013,0.425237,0.928804,0.181694,0.32268,-0.0137234
candidate_21,6dmimic_base,3,5,[],[],-0.165345,1.53533,0.182749,3.03396,-0.634485,0.414807,0.931847,0.178941,0.315344,-0.0141339
candidate_22,6dmimic_base,3,5,[],[],-0.165779,1.53393,0.182079,3.03351,-0.623955,0.395816,0.935048,0.170598,0.310619,-0.00985636
candidate_23,6dmimic_base,3,5,[],[],-0.196265,1.51753,0.14662,2.90547,-1.02812,0.575585,0.84557,0.189896,0.497324,-0.0402519
candidate_24,6dmimic_base,3,5,[],[],-0.197165,1.51941,0.145685,2.98601,-1.01117,0.542797,0.850409,0.19757,0.483407,-0.0639409
candidate_25,6dmimic_base,3,5,[],[],-0.19658,1.52074,0.146936,2.99636,-0.998702,0.529831,0.854132,0.19572,0.47761,-0.0635746
candidate_26,6dmimic_base,3,5,[],[],-0.197586,1.52267,0.146717,3.00458,-0.979503,0.499288,0.861044,0.186304,0.469679,-0.0574139
candidate_27,6dmimic_base,3,5,[],[],-0.201003,1.5227,0.142965,3.04685,-0.951578,0.460517,0.86945,0.181534,0.455058,-0.0634359
candidate_28,6dmimic_base,3,5,[],[],-0.196566,1.52089,0.146917,3.05632,-0.953573,0.458772,0.868863,0.182789,0.45511,-0.0673783
