Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,angular_groundtruth_frame_id,3,5,[],[],-0.00810316,0.000584204,0.0967159,3.05092,-0.0816964,1.58276,0.702872,0.708701,0.0608831,0.00280831
candidate_1,angular_groundtruth_frame_id,3,5,[],[],-0.0043973,-0.00113286,0.0968514,3.02631,-0.0629316,1.51285,0.726971,0.683528,0.0623616,0.0203212
candidate_2,angular_groundtruth_frame_id,3,5,[],[],-0.00119518,-0.0016671,0.0968595,3.02565,-0.0552613,1.51396,0.726515,0.68415,0.0598212,0.0231592
candidate_3,angular_groundtruth_frame_id,3,5,[],[],-0.000936774,-0.00329368,0.0969851,3.02926,-0.0470781,1.50792,0.728537,0.682299,0.0555482,0.0248257
candidate_4,angular_groundtruth_frame_id,3,5,[],[],0.000345401,-0.00411665,0.0970672,3.04243,-0.0361645,1.51277,0.726924,0.68469,0.0471426,0.0236469
candidate_5,angular_groundtruth_frame_id,3,5,[],[],-0.00074725,-0.00345419,0.0971403,3.05306,-0.0408665,1.52606,0.722512,0.689639,0.0453283,0.0178683
candidate_6,angular_groundtruth_frame_id,3,5,[],[],0.000416489,-0.00512641,0.0970871,3.04482,-0.0285592,1.54782,0.714756,0.697554,0.0440011,0.024618
