Candidate, Parent Frame, Method Type, Gripper Type, Gripper Params, Gripper DOFs,X, Y, Z, Roll, Pitch, Yaw, qX, qY, qZ, qW
candidate_0,6dmimic_base,3,5,[],[],-0.027154,1.48286,0.0767638,3.07153,-0.0969897,-1.19405,0.824577,-0.562585,0.0203984,0.0561671
candidate_1,6dmimic_base,3,5,[],[],-0.0313791,1.4746,0.076375,3.07066,-0.0779167,-1.15104,0.836993,-0.544677,0.0133682,0.0509106
candidate_2,6dmimic_base,3,5,[],[],-0.0277021,1.46627,0.0763133,3.07016,-0.0938743,-1.14755,0.837487,-0.543272,0.0200187,0.0554103
candidate_3,6dmimic_base,3,5,[],[],-0.0259767,1.4582,0.0757975,3.07228,-0.0787894,-1.12387,0.844335,-0.533246,0.0148601,0.0502714
candidate_4,6dmimic_base,3,5,[],[],-0.0199957,1.44719,0.0757641,3.07213,-0.0928515,-1.14075,0.839415,-0.540396,0.0203095,0.0542399
candidate_5,6dmimic_base,3,5,[],[],-0.0196011,1.43647,0.075241,3.07265,-0.0811578,-1.18882,0.826523,-0.560384,0.0143053,0.051234
candidate_6,6dmimic_base,3,5,[],[],-0.0192911,1.42702,0.0750594,3.06393,-0.0907571,-1.14095,0.839194,-0.54055,0.0172063,0.0571212
candidate_7,6dmimic_base,3,5,[],[],-0.0147627,1.41852,0.0744924,3.06014,-0.0897099,-1.14424,0.838225,-0.541957,0.0156475,0.0584524
candidate_8,6dmimic_base,3,5,[],[],-0.0130371,1.40733,0.07414,3.07402,-0.0663225,-1.14481,0.839052,-0.541991,0.00956839,0.0463266
candidate_9,6dmimic_base,3,5,[],[],-0.0087364,1.40033,0.0738893,3.07318,-0.0728378,-1.13411,0.841764,-0.537533,0.0123347,0.0483763
candidate_10,6dmimic_base,3,5,[],[],-0.0091115,1.38658,0.0737045,3.06068,-0.0699371,-1.1872,0.826958,-0.55972,0.00634905,0.0530437
